filename,volume #,,first page,last page,page range,creator,title,rights,webstatement,subject,keywords,createdate,publisher,date.copyright,identifier.issn,identifier.uri,identifier,relation.isFormatOf,relation.isPartOf,source,description
MSR_IX-2_2005-BookReviews.pdf,9.2,,223,241,223-241,"Donald P. Little, Li Guo, Konrad Hirschler, Niall Christie, Bethany J. Walker, Stuart Borsch, Th. Emil Homerin","Book Reviews (MSR IX.2, 2005)",©2005 by review authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:02:09 09:06:18-06:00,The Middle East Documentation Center (MEDOC),2005,1947-2404,,,"Digital version of an article published (pp. 223-241) in Mamlūk Studies Review, Vol. IX, no. 2, 2005. ISSN for print volumes: 1086-170X.",doi:10.6082/M1Q52MQP,doi:10.6082/M1Q52MQP,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MamlukStudiesReview_X-1_2006.pdf,10.1,,0,0,0,The Middle East Documentation Center (MEDOC) at The University of Chicago,"Mamlūk Studies Review, Vol. X No. 1 (2006)",©2006 by individual authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:02:07 22:02:58-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,http://hdl.handle.net/11417/460,doi:10.6082/M1P84901,"Digital version of Mamlūk Studies Review, Vol. X, no. 1, published in 2006. ISSN for print volumes: 1086-170X.",,,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_X-1_2006-Sato-Tsugitaka_1.pdf,10.1,,1,27,1-27,Sato Tsugitaka,"Mamluk Studies in Japan: Retrospect and Prospect (MSR X.1, 2006)",©2006 by Sato Tsugitaka. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, Japan","mamluk, Egypt, Syria, Middle, East, history, Japan",2012:02:07 22:02:58-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,,,"Digital version of an article published (pp. 1-27) in Mamlūk Studies Review, Vol. X, no. 1, 2006. ISSN for print volumes: 1086-170X.",doi:10.6082/M1P84901,doi:10.6082/M1P84901,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_X-1_2006-Kikuchi-Tadayoshi.pdf,10.1,,29,54,29-54,Kikuchi Tadayoshi,"An Analysis of 'Abd al-Basit al-Hanafi al-Malati's Description of the Year 848: On the Process of Writing History in the Late Fifteenth Century (MSR X.1, 2006)",©2006 by Kikuchi Tadayoshi. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:02:07 22:02:58-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,,,"Digital version of an article published (pp. 29-54) in Mamlūk Studies Review, Vol. X, no. 1, 2006. ISSN for print volumes: 1086-170X.",doi:10.6082/M1P84901,doi:10.6082/M1P84901,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_X-1_2006-Nakamachi-Nobutaka.pdf,10.1,,55,81,55-81,Nakamachi Nobutaka,"The Rank and Status of Military Refugees in the Mamluk Army: A Reconsideration of the Wafidiyah (MSR X.1, 2006)",©2006 by Nakamachi Nobutaka. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, Mongols, refugees, military","mamluk, Egypt, Syria, Middle, East, history, Mongols, refugees, military",2012:02:07 22:02:58-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,,,"Digital version of an article published (pp. 55-81) in Mamlūk Studies Review, Vol. X, no. 1, 2006. ISSN for print volumes: 1086-170X.",doi:10.6082/M1P84901,doi:10.6082/M1P84901,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_X-1_2006-Ohtoshi-Tetsuya.pdf,10.1,,83,116,83-116,Ohtoshi Tetsuya,"Cairene Cemeteries as Public Loci in Mamluk Egypt (MSR X.1, 2006)",©2006 by Ohtoshi Tetsuya. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, Cairo","mamluk, Egypt, Syria, Middle, East, history, Cairo",2012:02:07 22:02:58-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,,,"Digital version of an article published (pp. 83-116) in Mamlūk Studies Review, Vol. X, no. 1, 2006. ISSN for print volumes: 1086-170X.",doi:10.6082/M1P84901,doi:10.6082/M1P84901,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_X-1_2006-Igarashi-Daisuke.pdf,10.1,,117,140,117-140,Igarashi Daisuke,"The Establishment and Development of al-Diwan al-Mufrad (MSR X.1, 2006)",©2006 by Igarashi Daisuke. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, economics","mamluk, Egypt, Syria, Middle, East, history, economics",2012:02:07 22:02:58-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,,,"Digital version of an article published (pp. 117-140) in Mamlūk Studies Review, Vol. X, no. 1, 2006. ISSN for print volumes: 1086-170X.",doi:10.6082/M1P84901,doi:10.6082/M1P84901,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_X-1_2006-Sato-Tsugitaka_2.pdf,10.1,,141,156,141-156,Sato Tsugitaka,"Slave Traders and Karimi Merchants during the Mamluk Period (MSR X.1, 2006)",©2006 by Sato Tsugitaka. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, slavery, economics","mamluk, Egypt, Syria, Middle, East, history, slavery, economics",2012:02:07 22:02:58-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,,,"Digital version of an article published (pp. 141-156) in Mamlūk Studies Review, Vol. X, no. 1, 2006. ISSN for print volumes: 1086-170X.",doi:10.6082/M1P84901,doi:10.6082/M1P84901,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_X-1_2006-Miura-Toru.pdf,10.1,,157,193,157-193,Miura Toru,"Urban Society in Damascus as the Mamluk Era Was Ending (MSR X.1, 2006)",©2006 by Miura Toru. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, Damascus","mamluk, Egypt, Syria, Middle, East, history, Damascus",2012:02:07 22:02:58-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,,,"Digital version of an article published (pp. 157-193) in Mamlūk Studies Review, Vol. X, no. 1, 2006. ISSN for print volumes: 1086-170X.",doi:10.6082/M1P84901,doi:10.6082/M1P84901,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_X-1_2006-BookReviews.pdf,10.1,,195,226,195-226,"J. A. McGregor, Roger Allen, Niall Christie, Walid Saleh, Johannes Pahlitzsch, Thomas Bauer, Th. Emil Homerin, Everett K. Rowson","Book Reviews (MSR X.1, 2006)",©2006 by review authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:02:07 22:02:58-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,,,"Digital version of an article published (pp. 195-226) in Mamlūk Studies Review, Vol. X, no. 1, 2006. ISSN for print volumes: 1086-170X.",doi:10.6082/M1P84901,doi:10.6082/M1P84901,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MamlukStudiesReview_X-2_2006_14MB.pdf,10.2,,0,0,0,The Middle East Documentation Center (MEDOC) at The University of Chicago,"Mamlūk Studies Review Vol. X, No. 2 (2006)",©2006 by individual authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:02:13 10:59:09-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,http://hdl.handle.net/11417/461,doi:10.6082/M1JH3J9R,"Digital version of Mamlūk Studies Review, Vol. X, no. 2, published in 2006. ISSN for print volumes: 1086-170X.",,,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_X-2_2006-Darling.pdf,10.2,,1,17,1-17,Linda T. Darling,"Medieval Egyptian Society and the Concept of the Circle of Justice (MSR X.2, 2006)",©2006 by Linda T. Darling. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, justice, law",mamluk; Egypt; Syria; sultanate; Middle East; history; justice; law; ,2012:02:07 23:35:04-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,,,"Digital version of an article published (pp. 1-17) in Mamlūk Studies Review, Vol. X, no. 2, 2006. ISSN for print volumes: 1086-170X.",doi:10.6082/M1JH3J9R,doi:10.6082/M1JH3J9R,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_X-2_2006-Krawietz.pdf,10.2,,19,64,19-64,Birgit Krawietz,"Ibn Qayyim al-Jawziyah: His Life and Works (MSR X.2, 2006)",©2006 by Birgit Krawietz. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history",mamluk; Egypt; Syria; sultanate; Middle East; history,2012:02:07 23:35:04-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,,,"Digital version of an article published (pp. 19-64) in Mamlūk Studies Review, Vol. X, no. 2, 2006. ISSN for print volumes: 1086-170X.",doi:10.6082/M1JH3J9R,doi:10.6082/M1JH3J9R,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_X-2_2006-OSullivan.pdf,10.2,,65,79,65-79,Shaun O'Sullivan,"Coptic Conversion and the Islamization of Egypt (MSR X.2, 2006)",©2006 by Shaun O'Sullivan. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, Coptic, Islam, religion",mamluk; Egypt; Syria; sultanate; Middle East; history; Coptic; Islam; religion,2012:02:07 23:35:04-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,,,"Digital version of an article published (pp. 65-79) in Mamlūk Studies Review, Vol. X, no. 2, 2006. ISSN for print volumes: 1086-170X.",doi:10.6082/M1JH3J9R,doi:10.6082/M1JH3J9R,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_X-2_2006-Bauden.pdf,10.2,,81,139,81-139,Frederic Bauden,"Maqriziana I: Discovery of an Autograph Manuscript of al-Maqrizi: Towards a Better Understanding of His Working Method (Description: Section 2) (MSR X.2, 2006)",©2006 by Frederic Bauden. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, al-Maqrizi, historiography, manuscripts",mamluk; Egypt; Syria; sultanate; Middle East; history; al-Maqrizi; historiography; manuscripts,2012:02:07 23:35:04-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,,,"Digital version of an article published (pp. 81-139) in Mamlūk Studies Review, Vol. X, no. 2, 2006. ISSN for print volumes: 1086-170X.",doi:10.6082/M1JH3J9R,doi:10.6082/M1JH3J9R,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_X-2_2006-Petry.pdf,10.2,,141,151,141-151,Carl F. Petry,"Crime in Mamluk Historiography: A Fraud Case Depicted by Ibn Taghribirdi (MSR X.2, 2006)",©2006 by Carl F. Petry. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, crime, Ibn Taghribirdi",mamluk; Egypt; Syria; sultanate; Middle East; history; crime; Ibn Taghribirdi,2012:02:07 23:35:04-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,,,"Digital version of an article published (pp. 141-151) in Mamlūk Studies Review, Vol. X, no. 2, 2006. ISSN for print volumes: 1086-170X.",doi:10.6082/M1JH3J9R,doi:10.6082/M1JH3J9R,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_X-2_2006-Armstrong.pdf,10.2,,153,160,153-160,Lyall Armstrong,"The Making of a Sufi: al-Nuwayri's Account of the Origin of Genghis Khan (MSR X.2, 2006)",©2006 by Lyall Armstrong. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, Sufism, Mongols, Genghis Khan",mamluk; Egypt; Syria; sultanate; Middle East; history; Sufism; Mongols; Genghis Khan,2012:02:07 23:35:04-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,,,"Digital version of an article published (pp. 153-160) in Mamlūk Studies Review, Vol. X, no. 2, 2006. ISSN for print volumes: 1086-170X.",doi:10.6082/M1JH3J9R,doi:10.6082/M1JH3J9R,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_X-2_2006-Hamza_13MB.pdf,10.2,,161,182,161-182,Hani Hamza,"The Turbah of Tankizbugha (MSR X.2, 2006)",©2006 by Hani Hamza. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history",mamluk; Egypt; Syria; sultanate; Middle East; history,2012:02:07 23:35:04-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,,,"Digital version of an article published (pp. 161-182) in Mamlūk Studies Review, Vol. X, no. 2, 2006. ISSN for print volumes: 1086-170X.",doi:10.6082/M1JH3J9R,doi:10.6082/M1JH3J9R,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_X-2_2006-BookReviews.pdf,10.2,,183,213,183-213,"Boaz Shoshan, Patrick Wing, Carl F. Petry, Patrick Franke, Richard McGregor, John Rodenbeck, Vanessa De Gifis, Peter Heath, Nasser Rabbat","Book Reviews (MSR X.2, 2006)",©2006 by review authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:02:07 23:35:04-06:00,The Middle East Documentation Center (MEDOC),2006,1947-2404,,,"Digital version of an article published (pp. 183-213) in Mamlūk Studies Review, Vol. X, no. 2, 2006. ISSN for print volumes: 1086-170X.",doi:10.6082/M1JH3J9R,doi:10.6082/M1JH3J9R,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MamlukStudiesReview_XI-1_2007.pdf,11.1,,0,0,0,The Middle East Documentation Center (MEDOC) at The University of Chicago,"Mamlūk Studies Review Vol. XI, no. 1 (2007)",©2007 by individual authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2009:11:06 11:22:06-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,http://hdl.handle.net/11417/462,doi:10.6082/M1DR2SK1,"Digital version of Mamlūk Studies Review, Vol. XI, no. 1, published in 2007. ISSN for print volumes: 1086-170X.",,,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XI-1_2007-Antrim.pdf,11.1,,1,18,1-18,Zayde Antrim,"Making Syria Mamluk: Ibn Shaddad's Al-A'laq al-Khatirah (MSR XI.1, 2007)",©2007 by Zayde Antrim. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2009:11:06 11:22:06-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,,,"Digital version of an article published (pp. 1-18) in Mamlūk Studies Review, Vol. XI, no. 1, 2007. ISSN for print volumes: 1086-170X.",doi:10.6082/M1DR2SK1,doi:10.6082/M1DR2SK1,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XI-1_2007-Tsugitaka.pdf,11.1,,19,37,19-37,Sato Tsugitaka,"Fiscal Administration in Syria during the Reign of Sultan al-Nasir Muhammad (MSR XI.1, 2007)",©2007 by Sato Tsugitaka. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, economics","mamluk, Egypt, Syria, Middle, East, history, economics",2009:11:06 11:22:06-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,,,"Digital version of an article published (pp. 19-37) in Mamlūk Studies Review, Vol. XI, no. 1, 2007. ISSN for print volumes: 1086-170X.",doi:10.6082/M1DR2SK1,doi:10.6082/M1DR2SK1,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XI-1_2007-Frenkel.pdf,11.1,,39,53,39-53,Yehoshua Frenkel,"Public Projection of Power in Mamluk Bilad al-Sham (MSR XI.1, 2007)",©2007 by Yehoshua Frenkel. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2009:11:06 11:22:06-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,,,"Digital version of an article published (pp. 39-53) in Mamlūk Studies Review, Vol. XI, no. 1, 2007. ISSN for print volumes: 1086-170X.",doi:10.6082/M1DR2SK1,doi:10.6082/M1DR2SK1,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XI-1_2007-Michaudel.pdf,11.1,,55,67,55-67,Benjamin Michaudel,"The Use of Fortification as a Political Instrument by the Ayyubids and the Mamluks in Bilad al-Sham and in Egypt (Twelfth-Thirteenth Centuries) (MSR XI.1, 2007)",©2007 by Benjamin Michaudel. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, Ayyubids","mamluk, Egypt, Syria, Middle, East, history, Ayyubids",2009:11:06 11:22:06-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,,,"Digital version of an article published (pp. 55-67) in Mamlūk Studies Review, Vol. XI, no. 1, 2007. ISSN for print volumes: 1086-170X.",doi:10.6082/M1DR2SK1,doi:10.6082/M1DR2SK1,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XI-1_2007-Ibrahim.pdf,11.1,,69,83,69-83,Mahmood Ibrahim,"Practice and Reform in Fourteenth-Century Damascene Madrasahs (MSR XI.1, 2007)",©2007 by Mahmood Ibrahim. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, Damascus","mamluk, Egypt, Syria, Middle, East, history, Damascus",2009:11:06 11:22:06-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,,,"Digital version of an article published (pp. 69-83) in Mamlūk Studies Review, Vol. XI, no. 1, 2007. ISSN for print volumes: 1086-170X.",doi:10.6082/M1DR2SK1,doi:10.6082/M1DR2SK1,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XI-1_2007-Kenney.pdf,11.1,,85,118,85-118,Ellen Kenney,"A Mamluk Monument ""Restored"": The Dar al-Qur'an wa-al-Hadith of Tankiz al-Nasiri in Damascus (MSR XI.1, 2007)",©2007 by Ellen Kenney. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, patronage, architecture","mamluk, Egypt, Syria, Middle, East, history, patronage, architecture",2009:11:06 11:22:06-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,,,"Digital version of an article published (pp. 85-118) in Mamlūk Studies Review, Vol. XI, no. 1, 2007. ISSN for print volumes: 1086-170X.",doi:10.6082/M1DR2SK1,doi:10.6082/M1DR2SK1,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XI-1_2007-McPhillips-Walmsley.pdf,11.1,,119,156,119-156,"Stephen McPhillips, Alan Walmsley","Fahl during the Early Mamluk Period: Archaeological Perspectives (MSR XI.1, 2007)",©2007 by Stephen McPhillips and Alan Walmsley. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, archaeology","mamluk, Egypt, Syria, Middle, East, history, archaeology",2009:11:06 11:22:06-06:00,The Middle East Documentation Center (MEDOC),2007,1947-2404,,,"Digital version of an article published (pp. 119-156) in Mamlūk Studies Review, Vol. XI, no. 1, 2007. ISSN for print volumes: 1086-170X.",doi:10.6082/M1DR2SK1,doi:10.6082/M1DR2SK1,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
